yearID,salary,name
2015,12731728000,"Los Angeles Dodgers"
2012,590390000,"Miami Marlins"
2013,168009500,"Miami Marlins"
2014,209184500,"Miami Marlins"
2015,340282500,"Miami Marlins"
2016,386571010,"Miami Marlins"
1985,315954996,"Milwaukee Brewers"
1986,278421976,"Milwaukee Brewers"
1987,204210272,"Milwaukee Brewers"
1988,235256000,"Milwaukee Brewers"
1989,322924000,"Milwaukee Brewers"
1990,552136676,"Milwaukee Brewers"
1991,647234000,"Milwaukee Brewers"
1992,868382676,"Milwaukee Brewers"
1993,666591352,"Milwaukee Brewers"
1994,681814000,"Milwaukee Brewers"
1995,498367100,"Milwaukee Brewers"
1996,608440000,"Milwaukee Brewers"
1997,662349464,"Milwaukee Brewers"
1998,644383176,"Milwaukee Brewers"
1999,824170505,"Milwaukee Brewers"
2000,693601327,"Milwaukee Brewers"
2001,833849827,"Milwaukee Brewers"
2002,955468827,"Milwaukee Brewers"
2003,771913000,"Milwaukee Brewers"
2004,523041500,"Milwaukee Brewers"
2005,758761827,"Milwaukee Brewers"
2006,1093798327,"Milwaukee Brewers"
2007,1348743500,"Milwaukee Brewers"
2008,1537812481,"Milwaukee Brewers"
2009,1523467538,"Milwaukee Brewers"
2010,1541057282,"Milwaukee Brewers"
2011,1624449327,"Milwaukee Brewers"
2012,1855424936,"Milwaukee Brewers"
2013,1461993627,"Milwaukee Brewers"
2014,1923123000,"Milwaukee Brewers"
2015,1916150000,"Milwaukee Brewers"
2016,1306729503,"Milwaukee Brewers"
1985,322829976,"Minnesota Twins"
1986,489897352,"Minnesota Twins"
1987,358260000,"Minnesota Twins"
1988,697909296,"Minnesota Twins"
1989,869773296,"Minnesota Twins"
1990,817712000,"Minnesota Twins"
1991,1308262648,"Minnesota Twins"
1992,1569558704,"Minnesota Twins"
1993,1580204248,"Minnesota Twins"
1994,1592556000,"Minnesota Twins"
1995,1422988000,"Minnesota Twins"
1996,1294552000,"Minnesota Twins"
1997,1908060000,"Minnesota Twins"
1998,1563940000,"Minnesota Twins"
1999,1190420000,"Minnesota Twins"
2000,925092000,"Minnesota Twins"
2001,1351280000,"Minnesota Twins"
2002,2263800000,"Minnesota Twins"
2003,3108280000,"Minnesota Twins"
2004,3000760000,"Minnesota Twins"
2005,3146416000,"Minnesota Twins"
2006,3550176336,"Minnesota Twins"
2007,4000612000,"Minnesota Twins"
2008,3188234896,"Minnesota Twins"
2009,3656758896,"Minnesota Twins"
2010,5463313296,"Minnesota Twins"
2011,6313272000,"Minnesota Twins"
2012,5268760000,"Minnesota Twins"
2013,4218900000,"Minnesota Twins"
2014,4690700000,"Minnesota Twins"
2015,6034280000,"Minnesota Twins"
2016,5744659200,"Minnesota Twins"
1985,340925976,"Montreal Expos"
1986,399729600,"Montreal Expos"
1987,249913872,"Montreal Expos"
1988,345719988,"Montreal Expos"
1989,497066004,"Montreal Expos"
1990,597109968,"Montreal Expos"
1991,386363988,"Montreal Expos"
1992,569604024,"Montreal Expos"
1993,680375988,"Montreal Expos"
1994,687528000,"Montreal Expos"
1995,445104000,"Montreal Expos"
1996,585522000,"Montreal Expos"
1997,694638000,"Montreal Expos"
1998,383094000,"Montreal Expos"
1999,644508000,"Montreal Expos"
2000,1187795988,"Montreal Expos"
2001,1265742000,"Montreal Expos"
2002,1392138000,"Montreal Expos"
2003,1870146000,"Montreal Expos"
2004,1472310000,"Montreal Expos"
1985,142382040,"New York Highlanders"
1986,184942530,"New York Highlanders"
1987,170997140,"New York Highlanders"
1988,194411520,"New York Highlanders"
1989,171143750,"New York Highlanders"
1990,209123180,"New York Highlanders"
1991,273441680,"New York Highlanders"
1992,375433340,"New York Highlanders"
1993,426249000,"New York Highlanders"
1994,457313340,"New York Highlanders"
1995,488748510,"New York Highlanders"
1996,541917920,"New York Highlanders"
1997,622415450,"New York Highlanders"
1998,668068670,"New York Highlanders"
1999,867343590,"New York Highlanders"
2000,923382600,"New York Highlanders"
2001,1122871430,"New York Highlanders"
2002,1259285830,"New York Highlanders"
2003,1527498140,"New York Highlanders"
2004,1841939500,"New York Highlanders"
2005,2083068170,"New York Highlanders"
2006,1946630790,"New York Highlanders"
2007,1892590450,"New York Highlanders"
2008,2078967890,"New York Highlanders"
2009,2014491890,"New York Highlanders"
2010,2063333890,"New York Highlanders"
2011,2022750280,"New York Highlanders"
2012,1965222890,"New York Highlanders"
2013,2319788860,"New York Highlanders"
2014,1975439070,"New York Highlanders"
2015,2127519570,"New York Highlanders"
1985,595911910,"New York Mets"
1986,846654270,"New York Mets"
1987,761569270,"New York Mets"
1988,839812270,"New York Mets"
1989,1093678905,"New York Mets"
1990,1194755870,"New York Mets"
1991,1792450055,"New York Mets"
1992,2453110110,"New York Mets"
1993,2147401685,"New York Mets"
1994,1702612065,"New York Mets"
1995,1522124560,"New York Mets"
1996,1346372500,"New York Mets"
1997,2189022000,"New York Mets"
1998,2864289945,"New York Mets"
1999,3580065060,"New York Mets"
2000,4373037680,"New York Mets"
2001,5124593540,"New York Mets"
2002,5204847615,"New York Mets"
2003,6428203595,"New York Mets"
2004,5316353350,"New York Mets"
2005,5571820155,"New York Mets"
2006,5559672965,"New York Mets"
2007,6337741465,"New York Mets"
2008,7578635680,"New York Mets"
2009,8215569285,"New York Mets"
2010,7393261810,"New York Mets"
2011,6536601995,"New York Mets"
2012,5134469065,"New York Mets"
2013,2719659030,"New York Mets"
2014,4705634450,"New York Mets"
2015,5322167565,"New York Mets"
1985,1480773216,"New York Yankees"
1986,1923402312,"New York Yankees"
1987,1778370256,"New York Yankees"
1988,2021879808,"New York Yankees"
1989,1779895000,"New York Yankees"
1990,2174881072,"New York Yankees"
1991,2843793472,"New York Yankees"
1992,3904506736,"New York Yankees"
1993,4432989600,"New York Yankees"
1994,4756058736,"New York Yankees"
1995,5082984504,"New York Yankees"
1996,5635946368,"New York Yankees"
1997,6473120680,"New York Yankees"
1998,6947914168,"New York Yankees"
1999,9020373336,"New York Yankees"
2000,9603179040,"New York Yankees"
2001,11677862872,"New York Yankees"
2002,13096572632,"New York Yankees"
2003,15885980656,"New York Yankees"
2004,19156170800,"New York Yankees"
2005,21663908968,"New York Yankees"
2006,20244960216,"New York Yankees"
2007,19682940680,"New York Yankees"
2008,21621266056,"New York Yankees"
2009,20950715656,"New York Yankees"
2010,21458672456,"New York Yankees"
2011,21036602912,"New York Yankees"
2012,20438318056,"New York Yankees"
2013,24125804144,"New York Yankees"
2014,20544566328,"New York Yankees"
2015,22126203528,"New York Yankees"
1985,443871694,"Oakland Athletics"
1986,479191629,"Oakland Athletics"
1987,572361111,"Oakland Athletics"
1988,474810000,"Oakland Athletics"
1989,765040430,"Oakland Athletics"
1990,974487549,"Oakland Athletics"
1991,1812959183,"Oakland Athletics"
1992,2010715000,"Oakland Athletics"
1993,1852804317,"Oakland Athletics"
1994,1674452500,"Oakland Athletics"
1995,1849222025,"Oakland Athletics"
1996,1040907000,"Oakland Athletics"
1997,1176906500,"Oakland Athletics"
1998,1043847000,"Oakland Athletics"
1999,1197159817,"Oakland Athletics"
2000,1566595317,"Oakland Athletics"
2001,1656726750,"Oakland Athletics"
2002,1960204183,"Oakland Athletics"
2003,2462780866,"Oakland Athletics"
2004,2911857683,"Oakland Athletics"
2005,2715862338,"Oakland Athletics"
2006,3049910871,"Oakland Athletics"
2007,3888980060,"Oakland Athletics"
2008,2350389174,"Oakland Athletics"
2009,3033590000,"Oakland Athletics"
2010,2707490100,"Oakland Athletics"
2011,3260288500,"Oakland Athletics"
2012,2713252500,"Oakland Athletics"
2013,2946492500,"Oakland Athletics"
2014,3548011600,"Oakland Athletics"
2015,3873621549,"Oakland Athletics"
2016,4253505466,"Oakland Athletics"
1985,20249932,"Philadelphia Blue Jays"
1986,23180332,"Philadelphia Blue Jays"
1987,23028466,"Philadelphia Blue Jays"
1988,27676000,"Philadelphia Blue Jays"
1989,21208000,"Philadelphia Blue Jays"
1990,26347334,"Philadelphia Blue Jays"
1991,44974664,"Philadelphia Blue Jays"
1992,48767668,"Philadelphia Blue Jays"
1993,57076668,"Philadelphia Blue Jays"
1994,63198000,"Philadelphia Blue Jays"
1995,61111890,"Philadelphia Blue Jays"
1996,68629000,"Philadelphia Blue Jays"
1997,73313000,"Philadelphia Blue Jays"
1998,72595000,"Philadelphia Blue Jays"
1999,63385000,"Philadelphia Blue Jays"
2000,94616000,"Philadelphia Blue Jays"
2001,83327666,"Philadelphia Blue Jays"
2002,115909998,"Philadelphia Blue Jays"
2003,141560000,"Philadelphia Blue Jays"
2004,185838334,"Philadelphia Blue Jays"
2005,191044000,"Philadelphia Blue Jays"
2006,176546666,"Philadelphia Blue Jays"
2007,178856426,"Philadelphia Blue Jays"
2008,195759760,"Philadelphia Blue Jays"
2009,226008092,"Philadelphia Blue Jays"
2010,283856758,"Philadelphia Blue Jays"
2011,345952758,"Philadelphia Blue Jays"
2012,349077876,"Philadelphia Blue Jays"
2013,339726378,"Philadelphia Blue Jays"
2014,361889934,"Philadelphia Blue Jays"
2015,223386000,"Philadelphia Blue Jays"
2016,117960000,"Philadelphia Blue Jays"
1985,1265620750,"Philadelphia Phillies"
1986,1448770750,"Philadelphia Phillies"
1987,1439279125,"Philadelphia Phillies"
1988,1729750000,"Philadelphia Phillies"
1989,1325500000,"Philadelphia Phillies"
1990,1646708375,"Philadelphia Phillies"
1991,2810916500,"Philadelphia Phillies"
1992,3047979250,"Philadelphia Phillies"
1993,3567291750,"Philadelphia Phillies"
1994,3949875000,"Philadelphia Phillies"
1995,3819493125,"Philadelphia Phillies"
1996,4289312500,"Philadelphia Phillies"
1997,4582062500,"Philadelphia Phillies"
1998,4537187500,"Philadelphia Phillies"
1999,3961562500,"Philadelphia Phillies"
2000,5913500000,"Philadelphia Phillies"
2001,5207979125,"Philadelphia Phillies"
2002,7244374875,"Philadelphia Phillies"
2003,8847500000,"Philadelphia Phillies"
2004,11614895875,"Philadelphia Phillies"
2005,11940250000,"Philadelphia Phillies"
2006,11034166625,"Philadelphia Phillies"
2007,11178526625,"Philadelphia Phillies"
2008,12234985000,"Philadelphia Phillies"
2009,14125505750,"Philadelphia Phillies"
2010,17741047375,"Philadelphia Phillies"
2011,21622047375,"Philadelphia Phillies"
2012,21817367250,"Philadelphia Phillies"
2013,21232898625,"Philadelphia Phillies"
2014,22618120875,"Philadelphia Phillies"
2015,13961625000,"Philadelphia Phillies"
2016,7372500000,"Philadelphia Phillies"
1985,70874762,"Philadelphia Quakers"
1986,81131162,"Philadelphia Quakers"
1987,80599631,"Philadelphia Quakers"
1988,96866000,"Philadelphia Quakers"
1989,74228000,"Philadelphia Quakers"
1990,92215669,"Philadelphia Quakers"
1991,157411324,"Philadelphia Quakers"
1992,170686838,"Philadelphia Quakers"
1993,199768338,"Philadelphia Quakers"
1994,221193000,"Philadelphia Quakers"
1995,213891615,"Philadelphia Quakers"
1996,240201500,"Philadelphia Quakers"
1997,256595500,"Philadelphia Quakers"
1998,254082500,"Philadelphia Quakers"
1999,221847500,"Philadelphia Quakers"
2000,331156000,"Philadelphia Quakers"
2001,291646831,"Philadelphia Quakers"
2002,405684993,"Philadelphia Quakers"
2003,495460000,"Philadelphia Quakers"
2004,650434169,"Philadelphia Quakers"
2005,668654000,"Philadelphia Quakers"
2006,617913331,"Philadelphia Quakers"
2007,625997491,"Philadelphia Quakers"
2008,685159160,"Philadelphia Quakers"
2009,791028322,"Philadelphia Quakers"
2010,993498653,"Philadelphia Quakers"
2011,1210834653,"Philadelphia Quakers"
2012,1221772566,"Philadelphia Quakers"
2013,1189042323,"Philadelphia Quakers"
2014,1266614769,"Philadelphia Quakers"
2015,781851000,"Philadelphia Quakers"
2016,412860000,"Philadelphia Quakers"
1985,36910000,"Pittsburg Alleghenys"
1986,43374000,"Pittsburg Alleghenys"
1987,30608000,"Pittsburg Alleghenys"
1988,23994000,"Pittsburg Alleghenys"
1989,50950000,"Pittsburg Alleghenys"
1990,62224000,"Pittsburg Alleghenys"
1991,94538668,"Pittsburg Alleghenys"
1992,135776668,"Pittsburg Alleghenys"
1993,99289868,"Pittsburg Alleghenys"
1994,96869000,"Pittsburg Alleghenys"
1995,73421380,"Pittsburg Alleghenys"
1996,92070000,"Pittsburg Alleghenys"
1997,43086668,"Pittsburg Alleghenys"
1998,60260000,"Pittsburg Alleghenys"
1999,98790664,"Pittsburg Alleghenys"
2000,115713336,"Pittsburg Alleghenys"
2001,231043332,"Pittsburg Alleghenys"
2002,169294396,"Pittsburg Alleghenys"
2003,219249716,"Pittsburg Alleghenys"
2004,128911716,"Pittsburg Alleghenys"
2005,152532000,"Pittsburg Alleghenys"
2006,186871000,"Pittsburg Alleghenys"
2007,154151332,"Pittsburg Alleghenys"
2008,194759132,"Pittsburg Alleghenys"
2009,194772000,"Pittsburg Alleghenys"
2010,139772000,"Pittsburg Alleghenys"
2011,180188000,"Pittsburg Alleghenys"
2012,251807996,"Pittsburg Alleghenys"
2013,308248000,"Pittsburg Alleghenys"
2014,308712000,"Pittsburg Alleghenys"
2015,355569996,"Pittsburg Alleghenys"
2016,415115332,"Pittsburg Alleghenys"
1985,1162665000,"Pittsburgh Pirates"
1986,1366281000,"Pittsburgh Pirates"
1987,964152000,"Pittsburgh Pirates"
1988,755811000,"Pittsburgh Pirates"
1989,1604925000,"Pittsburgh Pirates"
1990,1960056000,"Pittsburgh Pirates"
1991,2977968042,"Pittsburgh Pirates"
1992,4276965042,"Pittsburgh Pirates"
1993,3127630842,"Pittsburgh Pirates"
1994,3051373500,"Pittsburgh Pirates"
1995,2312773470,"Pittsburgh Pirates"
1996,2900205000,"Pittsburgh Pirates"
1997,1357230042,"Pittsburgh Pirates"
1998,1898190000,"Pittsburgh Pirates"
1999,3111905916,"Pittsburgh Pirates"
2000,3644970084,"Pittsburgh Pirates"
2001,7277864958,"Pittsburgh Pirates"
2002,5332773474,"Pittsburgh Pirates"
2003,6906366054,"Pittsburgh Pirates"
2004,4060719054,"Pittsburgh Pirates"
2005,4804758000,"Pittsburgh Pirates"
2006,5886436500,"Pittsburgh Pirates"
2007,4855766958,"Pittsburgh Pirates"
2008,6134912658,"Pittsburgh Pirates"
2009,6135318000,"Pittsburgh Pirates"
2010,4402818000,"Pittsburgh Pirates"
2011,5675922000,"Pittsburgh Pirates"
2012,7931951874,"Pittsburgh Pirates"
2013,9709812000,"Pittsburgh Pirates"
2014,9724428000,"Pittsburgh Pirates"
2015,11200454874,"Pittsburgh Pirates"
2016,13076132958,"Pittsburgh Pirates"
1985,529755984,"San Diego Padres"
1986,546273264,"San Diego Padres"
1987,531158208,"San Diego Padres"
1988,458928096,"San Diego Padres"
1989,681360000,"San Diego Padres"
1990,844240032,"San Diego Padres"
1991,1063200048,"San Diego Padres"
1992,1289000016,"San Diego Padres"
1993,1224543984,"San Diego Padres"
1994,715983984,"San Diego Padres"
1995,1266352032,"San Diego Padres"
1996,1360712256,"San Diego Padres"
1997,1793456256,"San Diego Padres"
1998,2249352000,"San Diego Padres"
1999,2388872592,"San Diego Padres"
2000,2631408000,"San Diego Padres"
2001,1880775984,"San Diego Padres"
2002,1988400000,"San Diego Padres"
2003,2170080000,"San Diego Padres"
2004,2658471984,"San Diego Padres"
2005,3037959984,"San Diego Padres"
2006,3355014768,"San Diego Padres"
2007,2789307216,"San Diego Padres"
2008,3536525568,"San Diego Padres"
2009,2080017600,"San Diego Padres"
2010,1814366400,"San Diego Padres"
2011,2201718720,"San Diego Padres"
2012,2651745600,"San Diego Padres"
2013,3148104000,"San Diego Padres"
2014,3632913600,"San Diego Padres"
2015,5685182400,"San Diego Padres"
1985,485081126,"San Francisco Giants"
1986,527873000,"San Francisco Giants"
1987,430110000,"San Francisco Giants"
1988,730420000,"San Francisco Giants"
1989,882807206,"San Francisco Giants"
1990,1140784647,"San Francisco Giants"
1991,1827092294,"San Francisco Giants"
1992,1956626912,"San Francisco Giants"
1993,2067950000,"San Francisco Giants"
1994,2515681294,"San Francisco Giants"
1995,2151303843,"San Francisco Giants"
1996,2191538775,"San Francisco Giants"
1997,2099950302,"San Francisco Giants"
1998,2511384206,"San Francisco Giants"
1999,2749108363,"San Francisco Giants"
2000,3170531734,"San Francisco Giants"
2001,3733529853,"San Francisco Giants"
2002,4619690265,"San Francisco Giants"
2003,4888277853,"San Francisco Giants"
2004,4839130794,"San Francisco Giants"
2005,5321770500,"San Francisco Giants"
2006,5313328721,"San Francisco Giants"
2007,5322924304,"San Francisco Giants"
2008,4519075500,"San Francisco Giants"
2009,4898560550,"San Francisco Giants"
2010,5819838647,"San Francisco Giants"
2011,6973701647,"San Francisco Giants"
2012,6939620297,"San Francisco Giants"
2013,8270639706,"San Francisco Giants"
2014,9647099853,"San Francisco Giants"
2015,9717388500,"San Francisco Giants"
1985,184520000,"Seattle Mariners"
1986,238332360,"Seattle Mariners"
1987,90540000,"Seattle Mariners"
1988,293698000,"Seattle Mariners"
1989,391180000,"Seattle Mariners"
1990,502146680,"Seattle Mariners"
1991,627673320,"Seattle Mariners"
1992,927193320,"Seattle Mariners"
1993,1307853320,"Seattle Mariners"
1994,1169140000,"Seattle Mariners"
1995,1459252440,"Seattle Mariners"
1996,1653140040,"Seattle Mariners"
1997,1661626440,"Seattle Mariners"
1998,2163481440,"Seattle Mariners"
1999,2165000120,"Seattle Mariners"
2000,2356600000,"Seattle Mariners"
2001,2988833360,"Seattle Mariners"
2002,3211306720,"Seattle Mariners"
2003,3478366680,"Seattle Mariners"
2004,3260633360,"Seattle Mariners"
2005,3510173360,"Seattle Mariners"
2006,3518393320,"Seattle Mariners"
2007,4258433320,"Seattle Mariners"
2008,4706659280,"Seattle Mariners"
2009,3956166640,"Seattle Mariners"
2010,3460400000,"Seattle Mariners"
2011,3444424000,"Seattle Mariners"
2012,3279124000,"Seattle Mariners"
2013,2960201720,"Seattle Mariners"
2014,3701244000,"Seattle Mariners"
2015,4888348000,"Seattle Mariners"
2016,5427333560,"Seattle Mariners"
1985,82719581,"St. Louis Browns"
1986,69125070,"St. Louis Browns"
1987,82306000,"St. Louis Browns"
1988,90160000,"St. Louis Browns"
1989,112551831,"St. Louis Browns"
1990,143663338,"St. Louis Browns"
1991,153020007,"St. Louis Browns"
1992,193086852,"St. Louis Browns"
1993,163571338,"St. Louis Browns"
1994,204929207,"St. Louis Browns"
1995,259707000,"St. Louis Browns"
1996,281887669,"St. Louis Browns"
1997,318196669,"St. Louis Browns"
1998,382707647,"St. Louis Browns"
1999,348447365,"St. Louis Browns"
2000,430177041,"St. Louis Browns"
2001,549768331,"St. Louis Browns"
2002,522626125,"St. Louis Browns"
2003,586506662,"St. Louis Browns"
2004,582598331,"St. Louis Browns"
2005,644747831,"St. Louis Browns"
2006,622239597,"St. Louis Browns"
2007,632007761,"St. Louis Browns"
2008,697371143,"St. Louis Browns"
2009,619698863,"St. Louis Browns"
2010,654785257,"St. Louis Browns"
2011,738035004,"St. Louis Browns"
2012,772106034,"St. Louis Browns"
2013,645820770,"St. Louis Browns"
2014,844851000,"St. Louis Browns"
2015,834690500,"St. Louis Browns"
1985,1382598711,"St. Louis Cardinals"
1986,1155376170,"St. Louis Cardinals"
1987,1375686000,"St. Louis Cardinals"
1988,1506960000,"St. Louis Cardinals"
1989,1881223461,"St. Louis Cardinals"
1990,2401230078,"St. Louis Cardinals"
1991,2557620117,"St. Louis Cardinals"
1992,3227308812,"St. Louis Cardinals"
1993,2733978078,"St. Louis Cardinals"
1994,3425245317,"St. Louis Cardinals"
1995,4340817000,"St. Louis Cardinals"
1996,4711551039,"St. Louis Cardinals"
1997,5318430039,"St. Louis Cardinals"
1998,6396684957,"St. Louis Cardinals"
1999,5824048815,"St. Louis Cardinals"
2000,7190101971,"St. Louis Cardinals"
2001,9188984961,"St. Louis Cardinals"
2002,8735322375,"St. Louis Cardinals"
2003,9803039922,"St. Louis Cardinals"
2004,9737714961,"St. Louis Cardinals"
2005,10776499461,"St. Louis Cardinals"
2006,10400290407,"St. Louis Cardinals"
2007,10563558291,"St. Louis Cardinals"
2008,11656060533,"St. Louis Cardinals"
2009,10357823853,"St. Louis Cardinals"
2010,10944267867,"St. Louis Cardinals"
2011,12335727924,"St. Louis Cardinals"
2012,12905200854,"St. Louis Cardinals"
2013,10794432870,"St. Louis Cardinals"
2014,14121081000,"St. Louis Cardinals"
2015,13951255500,"St. Louis Cardinals"
1985,11817083,"St. Louis Perfectos"
1986,9875010,"St. Louis Perfectos"
1987,11758000,"St. Louis Perfectos"
1988,12880000,"St. Louis Perfectos"
1989,16078833,"St. Louis Perfectos"
1990,20523334,"St. Louis Perfectos"
1991,21860001,"St. Louis Perfectos"
1992,27583836,"St. Louis Perfectos"
1993,23367334,"St. Louis Perfectos"
1994,29275601,"St. Louis Perfectos"
1995,37101000,"St. Louis Perfectos"
1996,40269667,"St. Louis Perfectos"
1997,45456667,"St. Louis Perfectos"
1998,54672521,"St. Louis Perfectos"
1999,49778195,"St. Louis Perfectos"
2000,61453863,"St. Louis Perfectos"
2001,78538333,"St. Louis Perfectos"
2002,74660875,"St. Louis Perfectos"
2003,83786666,"St. Louis Perfectos"
2004,83228333,"St. Louis Perfectos"
2005,92106833,"St. Louis Perfectos"
2006,88891371,"St. Louis Perfectos"
2007,90286823,"St. Louis Perfectos"
2008,99624449,"St. Louis Perfectos"
2009,88528409,"St. Louis Perfectos"
2010,93540751,"St. Louis Perfectos"
2011,105433572,"St. Louis Perfectos"
2012,110300862,"St. Louis Perfectos"
2013,92260110,"St. Louis Perfectos"
2014,120693000,"St. Louis Perfectos"
2015,119241500,"St. Louis Perfectos"
1998,272800000,"Tampa Bay Devil Rays"
1999,388700000,"Tampa Bay Devil Rays"
2000,627651290,"Tampa Bay Devil Rays"
2001,569800000,"Tampa Bay Devil Rays"
2002,343800000,"Tampa Bay Devil Rays"
2003,196300000,"Tampa Bay Devil Rays"
2004,295566670,"Tampa Bay Devil Rays"
2005,296790670,"Tampa Bay Devil Rays"
2006,349179670,"Tampa Bay Devil Rays"
2007,241235000,"Tampa Bay Devil Rays"
2008,438205970,"Tampa Bay Devil Rays"
2009,633130340,"Tampa Bay Devil Rays"
2010,719234710,"Tampa Bay Devil Rays"
2011,410535710,"Tampa Bay Devil Rays"
2012,641735000,"Tampa Bay Devil Rays"
2013,529552720,"Tampa Bay Devil Rays"
2014,726891000,"Tampa Bay Devil Rays"
2015,645212330,"Tampa Bay Devil Rays"
1998,245520000,"Tampa Bay Rays"
1999,349830000,"Tampa Bay Rays"
2000,564886161,"Tampa Bay Rays"
2001,512820000,"Tampa Bay Rays"
2002,309420000,"Tampa Bay Rays"
2003,176670000,"Tampa Bay Rays"
2004,266010003,"Tampa Bay Rays"
2005,267111603,"Tampa Bay Rays"
2006,314261703,"Tampa Bay Rays"
2007,217111500,"Tampa Bay Rays"
2008,394385373,"Tampa Bay Rays"
2009,569817306,"Tampa Bay Rays"
2010,647311239,"Tampa Bay Rays"
2011,369482139,"Tampa Bay Rays"
2012,577561500,"Tampa Bay Rays"
2013,476597448,"Tampa Bay Rays"
2014,654201900,"Tampa Bay Rays"
2015,580691097,"Tampa Bay Rays"
1985,345442500,"Texas Rangers"
1986,303440355,"Texas Rangers"
1987,39600000,"Texas Rangers"
1988,240395895,"Texas Rangers"
1989,535220145,"Texas Rangers"
1990,669346740,"Texas Rangers"
1991,820102500,"Texas Rangers"
1992,1355767515,"Texas Rangers"
1993,1636963155,"Texas Rangers"
1994,1483811865,"Texas Rangers"
1995,1556165295,"Texas Rangers"
1996,1756868760,"Texas Rangers"
1997,2405197710,"Texas Rangers"
1998,2545744275,"Texas Rangers"
1999,3451946895,"Texas Rangers"
2000,3185816445,"Texas Rangers"
2001,3988507500,"Texas Rangers"
2002,4748675490,"Texas Rangers"
2003,4657125015,"Texas Rangers"
2004,2477268765,"Texas Rangers"
2005,2513205000,"Texas Rangers"
2006,3070289790,"Texas Rangers"
2007,3074340375,"Texas Rangers"
2008,3047054670,"Texas Rangers"
2009,3068045910,"Texas Rangers"
2010,2486274480,"Texas Rangers"
2011,4153466880,"Texas Rangers"
2012,5422993830,"Texas Rangers"
2013,5063517000,"Texas Rangers"
2014,5051477655,"Texas Rangers"
2015,6468425505,"Texas Rangers"
2016,7921742535,"Texas Rangers"
1985,352502000,"Toronto Blue Jays"
1986,504441880,"Toronto Blue Jays"
1987,419180040,"Toronto Blue Jays"
1988,489649000,"Toronto Blue Jays"
1989,650466640,"Toronto Blue Jays"
1990,710273360,"Toronto Blue Jays"
1991,796096680,"Toronto Blue Jays"
1992,1791546640,"Toronto Blue Jays"
1993,1891166640,"Toronto Blue Jays"
1994,1737346720,"Toronto Blue Jays"
1995,2023600000,"Toronto Blue Jays"
1996,1182203320,"Toronto Blue Jays"
1997,1883193320,"Toronto Blue Jays"
1998,2055040000,"Toronto Blue Jays"
1999,1817773320,"Toronto Blue Jays"
2000,1793533280,"Toronto Blue Jays"
2001,3075839960,"Toronto Blue Jays"
2002,3074573320,"Toronto Blue Jays"
2003,2050760000,"Toronto Blue Jays"
2004,2000680000,"Toronto Blue Jays"
2005,1828780000,"Toronto Blue Jays"
2006,2854600000,"Toronto Blue Jays"
2007,3277712000,"Toronto Blue Jays"
2008,3911756000,"Toronto Blue Jays"
2009,3221532000,"Toronto Blue Jays"
2010,2489360000,"Toronto Blue Jays"
2011,2502712000,"Toronto Blue Jays"
2012,3000368000,"Toronto Blue Jays"
2013,5051524000,"Toronto Blue Jays"
2014,4396804000,"Toronto Blue Jays"
2015,4519696000,"Toronto Blue Jays"
2016,5548068000,"Toronto Blue Jays"
2005,582978000,"Washington Nationals"
2006,757716000,"Washington Nationals"
2007,443370000,"Washington Nationals"
2008,659532000,"Washington Nationals"
2009,719136000,"Washington Nationals"
2010,736800000,"Washington Nationals"
2011,766283136,"Washington Nationals"
2012,970261716,"Washington Nationals"
2013,1364439240,"Washington Nationals"
2014,1583804160,"Washington Nationals"
2015,1867049664,"Washington Nationals"
2005,388652000,"Washington Senators"
2006,505144000,"Washington Senators"
2007,295580000,"Washington Senators"
2008,439688000,"Washington Senators"
2009,479424000,"Washington Senators"
2010,491200000,"Washington Senators"
2011,510855424,"Washington Senators"
2012,646841144,"Washington Senators"
2013,909626160,"Washington Senators"
2014,1055869440,"Washington Senators"
2015,1244699776,"Washington Senators"
